Status,Claim,Claim Type,Food,NEW Food Type,Food Type,Food Matrix OLD,Regulation specifications,NEW Food Matrix,Food Ontology Term,Food Amount OLD,NEW Food Amount,Unit,Value,Frequency,Target population,Target population ontology term,Extra information,Phenotype,Phenotype Ontology Term,Phenotype Onto Term Match,Relationship-effect,Health relationship,EFSA Opinion Reference,Supporting Evidence Text 1,Supporting Evidence Reference 1,Supporting Evidence Text 2,Supporting Evidence Reference 2,Supporting Evidence Text 3,Supporting Evidence Reference 3,Supporting Evidence Text 4,Supporting Evidence Reference 4,Supporting Evidence Text 5,Supporting Evidence Reference,Supporting Evidence Text 5,Supporting Evidence Reference 5,Supporting Evidence Text 6,Supporting Evidence Reference 6,Supporting Evidence Text 7,Supporting Evidence Reference 7,Supporting Evidence Text 8,Supporting Evidence Reference 8,Supporting Evidence Text 9,Supporting Evidence Reference 9
Finished,Walnuts contribute to the improvement of the elasticity of blood vessels,Art. 13(1),Walnuts,Food,Food,May be used only for food which provides a daily intake of 30g of walnuts.,,"Matrix: food (general)
Must contain: walnuts
- Unit: g/day
- Value: 30",https://foodb.ca/foods/FOOD00608,Daily intake of 30g of walnuts,"Unit: g/day
Value: 30",g,30,day,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Increased vessel elasticity,http://www.informatics.jax.org/vocab/gene_ontology/GO:0001568,Close Match,Enhancing a function,Improvement of endothelium-dependent vasodilation,2011;9(4):2074,"In a randomised, controlled cross-over trial by Ros et al. (2004) 21 untreated hypercholesterolaemic men and women consumed a Mediterranean type diet low in saturated fatty acids (about 5 % energy) and a diet of similar energy and fat content (33 E%) in which 40-65 g/day of walnuts contributed to about 18 % total energy, and replaced approximately 32 % of the energy obtained from monounsaturated fat (olive oil, olives and avocados) in the control diet, for 4 weeks each without a wash-out period. There was a 4-week run-in period to allow for diet and weight stabilisation. The order of the diets was randomised. After each intervention, ultrasound measurements of brachial artery vasomotor function were taken. Endothelium-dependent vasodilation (EDV) was the primary outcome of the study. Endothelium-independent vasodilation (EIDV) was evaluated by administering 0.4 mg sublingual glyceryl trinitrate prior to the measurement, and was used as internal control. Reproducibility of measurements over one month was documented in 15 healthy volunteers. The repeatability coefficient was 5.16, and the mean SD difference between EDV values was 0.52 2.66 %. It was calculated that 19 subjects were needed to detect a mean difference in EDV of 2 %, with a type I error of 5 % and a power 90 %. A total of 20 subjects completed the study and suitable brachial artery ultrasound measurements were available for 18 subjects. Compared with the Mediterranean diet, the walnut diet significantly improved EDV (from 3.6 3.3 % to 5.9 3.3 %, a relative increase of 64 %), and significantly reduced concentrations of vascular cell adhesion molecule-1 (VCAM-1), which is a marker of endothelial activation. EIVD and concentrations of intercellular adhesion molecule-1 (ICAM-1) were not significantly different between diets. The walnut diet significantly decreased total cholesterol (-4.4±7.4 %) and LDL-cholesterol (-6.4±10.0 %) concentrations. Changes in EDV significantly correlated with changes in the total/HDL-cholesterol ratio. There was no evidence of carry-over effects between treatment periods. The Panel notes that this study provides evidence for a positive and sustainable effect of walnut consumption on endothelium-dependent vasodilation.",Ros et al. (2004): 10.1161/01.CIR.0000124477.91474.FF,"In a randomised, controlled cross-over trial by Ma et al. (2010), 24 type 2 diabetic subjects aged 30-75 years on stable medication use for at least three months (17 on blood pressure-lowering medication, 13 on cholesterol-lowering medication, 10 on oral antidiabetic medication) consumed a walnut-enriched ad libitum diet, and an ad libitum diet without walnuts, for 8 weeks each in a random order with an 8-week wash-out period in between, and after a 4-week run-in period to allow for diet and weight stabilisation. During the walnut period, subjects consumed 56 g English walnuts daily. EDV was the primary outcome of the study. A stimulus-adjusted response measure was used as internal control. The sample size was determined to allow for about 20 % attrition and non-compliance, and to provide 80 % power to detect a minimal difference of 2.5 % in EDV between treatments, with a maximum allowable type I error of 5 %. A total of 96 % of subjects complied with the consumption of walnuts (defined as intake of 80 % of the assigned dose). EDV improved significantly after consumption of the walnut-enriched diet as compared with the ad libitum diet without walnuts (2.2 1.7 % vs. 1.2 1.6 %, p=0.04), whereas no significant changes between groups were observed in the stimulus-adjusted response measure. No significant differences were observed between diets with respect to changes in blood lipid profile, body weight, blood glucose control or insulin sensitivity, whereas a significant decrease in systolic and diastolic blood pressure was observed in the walnut diet compared to the control diet. The Panel notes that the results of this study are consistent with findings in human intervention studies in untreated subjects on the effect of walnut consumption on endothelium-dependent vasodilation.",Ma et al. (2010): 10.2337/dc09-1156,"In a randomised cross-over study, Cortes et al. (2006) investigated whether the addition of walnuts or olive oil to a fatty meal had different effects on post-prandial vasoactivity, lipoproteins, markers of oxidation and endothelial activation, and plasma asymmetric dimethylarginine (ADMA). Endothelium-dependent vasodilation was the primary outcome of the study. A total of 12 healthy subjects and 12 subjects with hypercholesterolaemia who received no pharmacological treatment were randomised to two high-fat meal sequences (separated by one week) to which 25 g olive oil or 40 g walnuts had been added. Both test meals contained 63 % of the energy as fat (80 g fat) and 35 E% saturated fatty acids. Ultrasound measurements of brachial artery endothelial function were performed Walnut related health claims EFSA Journal 2011;9(4):2074 9 after fasting and 4 h after test meals. In both study groups, flow-mediated dilation (FMD) was lower after the olive oil meal than after the walnut meal (p=0.006). Flow-independent dilation and plasma ADMA concentrations were unchanged, and concentrations of oxidised low-density lipoproteins decreased (p=0.051) after both meals. The plasma concentrations of soluble inflammatory cytokines, and of adhesion molecules, decreased (p<0.01) independently of meal type, except for E-selectin, which decreased significantly more after the walnut meal. E-selectin is an adhesion molecule involved in the early steps of monocyte recruitment to the endothelium. The Panel notes that this study is an acute study, and does not allow conclusions to be drawn on the sustainability of the effects of the consumption of walnuts on EDV.",Cortes et al. (2006): 10.1016/j.jacc.2006.06.057,,,,,,,,,,,,,,
Finished,Water contributes to the maintenance of normal physical and cognitive functions,Art. 13(1),Water,Nutrient,Macronutrient,"At least 2,0L of water, from all sources, should be consumed per day. The claim may be used only on water complying with Directives 2009/54/EC and/or 98/83/EC","1. ‘water intended for human consumption’ shall mean: (a) all water either in its original state or after treatment, intended for drinking, cooking, food preparation or other domestic purposes, regardless of its origin and whether it is supplied from a distribution network, from a tanker, or in bottles or containers; (b) all water used in any food-production undertaking for the manufacture, processing, preservation or marketing of products or substances intended for human consumption unless the competent national authorities are satisfied that the quality of the water cannot affect the wholesomeness of the foodstuff in its finished form;","Matrix: food and drinks (general)
Must contain: water 
- Unit: L/day
- Value: 2,0
",https://foodb.ca/foods/FOOD00664,"At least 2,0L of water, from all sources, should be consumed per day. The claim may be used only on water complying with Directives 2009/54/EC and/or 98/83/EC","Unit: L/day
Value: 2",L ,2,day,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal physical and cognitive function,"http://www.informatics.jax.org/vocab/gene_ontology/GO:0014823; 
http://www.informatics.jax.org/vocab/gene_ontology/GO:0050890 ",Close Match,Maintenance of a function,Maintenance of normal physical and cognitive functions,2011;9(4):2075,"Loss of body water of about 1 % is normally compensated within 24 hours. Without compensation and with further increase of body water loss, physical and cognitive functions are impaired (EFSA Panel on Dietetic Products Nutrition and Allergies (NDA), 2010). From several mostly small studies in healthy persons reported by various authors on the effects of induced dehydration on cognitive and motor functions  (fatigue,  mood, target  shooting, discrimination,  choice  reaction time, visual-motor tracking, short- and long-term memory, attention, arithmetic) it appears that a body water loss of  2 % induced by exercise in the heat is sufficient to impair these functions (IoM, 2004). Young children and adolescents are particularly at risk of impaired cognitive function (concentration, alertness and short-term memory) caused by insufficient hydration (D'Anci et al., 2006). ",EFSA Panel on Dietetic Products Nutrition and Allergies (NDA) (2010): 10.2903/j.efsa.2010.1459; IoM (2004): 10.17226/10925; (D'Anci et al. (2006): 10.1301/nr.2006.oct.457-464,,,,,,,,,,,,,,,,,,
Finished,Water contributes to the maintenance of normal regulation of the body's temperature,Art. 13(1),Water,Nutrient,Macronutrient,,"1. ‘water intended for human consumption’ shall mean: (a) all water either in its original state or after treatment, intended for drinking, cooking, food preparation or other domestic purposes, regardless of its origin and whether it is supplied from a distribution network, from a tanker, or in bottles or containers; (b) all water used in any food-production undertaking for the manufacture, processing, preservation or marketing of products or substances intended for human consumption unless the competent national authorities are satisfied that the quality of the water cannot affect the wholesomeness of the foodstuff in its finished form;","Matrix: food and drinks (general)
Must contain: water 
- Unit: L/day
- Value: 2,0",https://foodb.ca/foods/FOOD00664,"At least 2,0L of water, from all sources, should be consumed per day. The claim may be used only on water complying with Directives 2009/54/EC and/or 98/83/EC","Unit: L/day
Value: 2",L ,2,day,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Body temperature normal,http://purl.bioontology.org/ontology/MEDDRA/10069600,Exact Match,Maintenance of a function,Maintenance of normal thermoregulation,2011;9(4):2075,"Water is particularly important for thermoregulation. To protect the body's core temperature, the body produces sweat and thereby dissipates metabolic energy in the form of heat. Exercise in the heat, with dehydration corresponding to losses of only 1 % of body weight, increases body core temperatures. The magnitude of that increase ranges from 0.1 to 0.23°C for every percent of body weight lost, and the  effect  is  greater  with  high  environmental  temperatures.  The  rise  in  body  temperature  is  a consequence of both reduced sweating and reduced skin blood flow induced by dehydration (EFSA Panel on Dietetic Products Nutrition and Allergies (NDA), 2010). ",EFSA Panel on Dietetic Products Nutrition and Allergies (NDA) (2010): 10.2903/j.efsa.2010.1459,,,,,,,,,,,,,,,,,,
Finished,Wheat bran fibre contributes to an acceleration of intestinal transit,Art. 13(1),Wheat bran fibre,Nutrient,Macronutrient,May be used only for food which is high in that fibre as referred to in the claim 'high fibre' (Reg. No. 1924/2006). ,"A claim that a food is high in fibre, and any claim likely to have the same meaning for the consumer, may only be made where the product contains at least 6 g of fibre per 100 g or at least 3 g of fibre per 100 (kcal.","Matrix: food (general)
Must contain: wheat bran fibre
- Unit: g/100g
- Value: ≥6
or
- Unit: 9/100kcal
- Value: ≥3",,Daily intake of at least 10g of wheat bran fibre,"Unit: g/day
Value: 10",g ,10,day,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Intestinal transit time increased,http://purl.bioontology.org/ontology/MEDDRA/10074218,Exact Match,Enhancing a function,Reduction in intestinal trransit time,2010;8(10):1817,"From the 23 studies provided, the results of 14 studies (with the dose of wheat bran fibre from 4 to 27 g daily) demonstrated a statistically significant decrease of intestinal transit time (Arffmann et al.,1985; Badiali et al., 1995; Cummings et al.,1976; Graham et al., 1982; Lampe et al., 1993; Lewis and Heaton, 1997; Melcher et al., 1991; Mortensen et al., 1987; Muir et al., 2004; Rees et al., 2005; Spiller et al., 1986; Stephen et al., 1986; Stevens et al., 1988; Tomlin and Read, 1988). In three studies, administration of wheat bran (with the dose of fibre from 6 to 8 g daily) did not significantly affect transit time (Eastwood et al., 1973, 1983; Vincent et al., 1995). The remaining six studies measured multiple endpoints and their results were not consistent (Ziegenhagen et al.; 1991; Balasubramanian et al., 1987; Hebden et al., 2002; Wrick et al., 1983; Wyman et al., 1976; Smith et al., 1981).",Arffmann et al. (1985): 10.3109/00365528509091653; Badiali et al. (1995): 10.1007/BF02065421; Cummings et al. (1976): 10.1093/ajcn/29.12.1468; Graham et al. (1982): PMID 6287838; Lampe et al. (1993): PMID 8404790; Lewis and Heaton (1997): 10.1136/gut.41.2.245; Melcher et al. (1991): 10.1080.01635589109514147; Mortensen et al. (1987): 10.3109/00365528708991878; Muir et al. (2004): 10.1093/ajcn/79.6.1020; Rees et al. (2005): 10.1177/146642400512500112; Spiller et al. (1986): 10.1093/jn/116.5.778; Stephen et al. (1986): 10.1079/bjn19860116; Stevens et al. (1988): PMID 2831263; Tomlin and Read (1988): PMID 2853047,,,,,,,,,,,,,,,,,,
Finished,Wheat bran fibre contributes to an increase in faecal bulk,Art. 13(1),Wheat bran fibre,Nutrient,Macronutrient,May be used only for food which is high in that fibre as referred to in the claim 'high fibre' (Reg. No. 1924/2006). ,"A claim that a food is high in fibre, and any claim likely to have the same meaning for the consumer, may only be made where the product contains at least 6 g of fibre per 100 g or at least 3 g of fibre per 100 (kcal.","Matrix: food (general)
Must contain: wheat bran fibre
- Unit: g/100g
- Value: ≥6
or
- Unit: 9/100kcal
- Value: ≥3",,,n.s. ,,,,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Increase in faecal bulk,http://www.informatics.jax.org/vocab/gene_ontology/GO:0060450,Close Match,Enhancing a function,Increase in faecal bulk,2010;8(10):1817,"In 29 out of 32 studies, a statistically significant increase of wet and/or dry stool weight was found. In the remaining three studies statistically significant differences were also demonstrated but were limited to the higher doses of wheat bran fibre (Spiller et al., 1986) or coarse wheat bran (Smith et al., 1981; Wyman et al., 1976). In several studies a dose dependent effect of wheat bran on faecal bulk was demonstrated. Jenkins et al. (1987) estimated that 1 g of wheat bran produced a mean increase of 2.7 g in faecal weight and Cummings calculated that 1 g of dietary fibre from wheat bran increased stool weight by about 5.3 g (SEM±0.7g) (Cummings, 1976). Chen et al. (1998) found an increase in mean wet stool weight of 4.5 g for each additional gram of wheat fibre consumed, while Stephen et al. (1986) calculated that 1 g of non-starch polysaccharides (the main component of dietary fibre) from wheat bran increased stool weight by 5 g/day. The effect is independent of the initial daily faecal weight.",Jenkins et al. (1987): PMID 2825514; Cummings (1976): 10.1093/ajcn/29.12.1468; Chen et al. (1998): 10.1093/ajcn/68.3.711; Stephen et al. (1986): 10.1079/bjn19860116,"The results of a meta-analysis of 20 studies also showed that wheat bran fibre increased stool weight (Muller-Lissner, 1988), and this effect is also supported by an animal study (Kahlon et al., 2001).",Muller-Lissner (1988): 10.1136/bmj.296.6622.615; Kahlon et al. (2001): 10.1094/CCHEM.2001.78.4.481,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal DNA synthesis,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal DNA synthesis,http://www.informatics.jax.org/vocab/gene_ontology/GO:2000573,Exact Match,Maintenance of a function,DNA synthesis and cell division,"2009;7(9):1229, 2010;8(10):1819","Zinc has essential structural, regulatory or catalytic roles in many enzymes. Zinc plays a role in the stabilization of genetic material and is an essential component of some enzymes that participate in the synthesis of nucleic acids. About 1% of human genome codes for zinc finger proteins that play an important regulatory function in gene expression. Zinc inadequacy affects gene expression, DNA or RNA metabolism and impairs cell division (Freake, 2006; EVM, 2002; King and Cousins, 2006; IoM, 2001)",Freake (2006): ISBN 9780080454283; EVM (2002): no ref; King and Cousins (2006): ISBN 9780781741330; IoM (2001): 10.17226/10026,,,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal acid-base metabolism,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal acid-base metabolism,http://www.informatics.jax.org/vocab/gene_ontology/GO:0071467,Exact Match,Maintenance of a function,Acid-base metabolism,2009;7(9):1229,"Zinc has essential structural, regulatory or catalytic roles in many enzymes. Carbonic anhydrase, is a zinc metalloenzyme, where zinc is a direct participant in the catalytic function. Blood and extracellular fluid pH are also tightly regulated by the presence of buffer systems which attenuate changes as a consequence of acid load mainly from cellular metabolism or the ingestion of acids in the diet. The principal buffer system is based on bicarbonate (HCO3 -). In blood, the major product of oxidative metabolism, CO2, reacts with water in the presence of carbonic anhydrase to form carbonic acid (H2CO3) which is relatively unstable and tends to dissociate and generate H+ and HCO3-. In vivo studies have shown that dietary zinc deficiency significantly reduces red blood cell carbonic anhydrase activity (Freake, 2006; King and Cousins, 2006). ",Freake (2006): ISBN 9780080454283; King and Cousins (2006): ISBN 9780781741330,,,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal carbohydrate metabolism,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal carbohydrate metabolism,http://www.informatics.jax.org/vocab/gene_ontology/GO:0005975,Exact Match,Maintenance of a function,Contribution to normal carbohydrate metabolism,2010;8(10):1819,"Zinc is an essential component of a large number of enzymes that participate in the synthesis and degradation of carbohydrates, lipids, proteins and nucleic acids (Freake, 2006; EVM, 2002; FAO/WHO 2004).",Freake (2006): ISBN 9780080454283; EVM (2002): no ref; FAO/WHO (2004): link,,,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal cognitive function,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal cognitive function,http://www.informatics.jax.org/vocab/gene_ontology/GO:0050890,Close Match,Maintenance of a function,Cognitive function,2009;7(9):1229,"A total of 27 references were cited for the substantiation of the claimed effect. One of these, Maylor et al. (2006), studied the effects of zinc supplementation on cognitive function in healthy middle-aged and older adults. The study was a randomised double-blind placebo-controlled design (n=387) with healthy adults between 55 and 87 years. Zinc supplementation (0, 15 or 30 mg/day) were administered for 6 months. The Automated Neuropsychological Test Battery was performed at 0, 3 and 6 months. Younger adults (<70 years) performed significantly better on all tests than older adults (>70 years), and performance improved with practice on some measures. For two out of eight dependent variables, there were significant interactions indicating a beneficial effect (at 3 months only) of both 15 and 30 mg/day on one measure of spatial working memory and a detrimental effect of 15 mg/day on one measure of attention.",Maylor et al. (2006): PMID 17010236,"Evidence for improved cognitive function among school-aged children has been derived from studies of urban and rural children in China. In the rural population of children, the positive effect of zinc on cognitive function was dependent on the provision of other supplemental micronutrients, while in the urban group, supplemental zinc had a positive effect that was independent of the provision of other micronutrients (Hotz, 2006).",Hotz (2006): ISBN 9780080454283,"In the central nervous system zinc has a role as a neurosecretory product or cofactor, and is highly concentrated in the synaptic vesicles of specific neurons, called zinc containing neurons. Zinccontaining neurons are a subset of glutamatergic neurons (Frederickson, 2000).",Frederickson (2000): 10.1093/jn/130.5.1471S,,,,,,,,,,,,,,
Finished,Zinc contributes to normal fertility and reproduction,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,Female and male population at the reproductive age,"sex: http://purl.bioontology.org/ontology/MESH/D008571 
sex: http://purl.bioontology.org/ontology/MESH/D014930 
socialContext: http://purl.bioontology.org/ontology/MESH/D005298",,Normal fertility and reproduction,http://www.informatics.jax.org/vocab/gene_ontology/GO:1905516,Exact Match,Maintenance of a function,Fertility and reproduction,2009;7(9):1229,"Zinc plays a role in reproduction in males and females. Spermatogenesis is a zinc dependent process and seminal fluid is particularly rich in zinc. An important class of “zinc finger” transcription factors is the steroid/thyroid receptor superfamily, which is responsible for mediating the biological response to a wide range of hormonal and metabolic signals. Low dietary zinc status has been associated with low circulating concentrations of several hormones including testosterone. The original description of zinc deficiency in humans included lack of pubertal development (IoM, 2001; Freake, 2006)",IoM (2001): 10.17226/10026; Freake (2006): ISBN 9780080454283,,,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal macronutrient metabolism,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal macronutrient metabolism,http://www.informatics.jax.org/vocab/gene_ontology/GO:0031670,Close Match,Maintenance of a function,Contribution to normal macronutrient metabolism,2010;8(10):1819,"Zinc has essential structural, regulatory or catalytic roles in many enzymes. Many of the enzymes of the intermediate metabolism contain zinc, and deficiency affects the metabolism of all macronutrients. Protein synthesis, DNA synthesis and RNA synthesis require zinc. Lipid metabolism is also affected, with zinc deficiency being associated with reductions in circulating high-density lipoproteins (Freake, 2006; EVM, 2002; FAO/WHO 2004).",Freake (2006): ISBN 9780080454283; EVM (2002): no ref; FAO/WHO (2004): link,,,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal metabolism of fatty acids,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal fatty acid metabolism,http://www.informatics.jax.org/vocab/gene_ontology/GO:0006631,Exact Match,Maintenance of a function,Maintenance of normal serum testosterole concentrations,2009;7(9):1229,"Zinc is necessary for the conversion of linoleic acid to gamma-linolenic acid and the mobilization of dihomogammalinolenic acid for the synthesis of series-1 prostaglandins (IoM 2001, Freake HC, 2006).",IoM (2001): 10.17226/10026; Freake (2006): ISBN 9780080454283,,,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal metabolism of vitamin A,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal vitamin A metabolism,http://www.informatics.jax.org/vocab/gene_ontology/GO:0006776,Exact Match,Maintenance of a function,Vitamin A metabolism,2009;7(9):1229,"Zinc participates in the absorption, mobilization, transport and metabolism of micronutrients, including vitamin A, through its involvement in protein synthesis and cellular enzyme functions (IoM, 2001). In humans, cross-sectional studies and supplementation trials have failed to establish a consistent relationship between zinc and vitamin A status. However, a positive association may exist in malnourished populations in which deficiencies of both micronutrient often coexists (IoM, 2001; Christian and West, 1998). Because zinc is required for the synthesis of retinol binding protein (RBP), zinc deficiency influences the mobilization of vitamin A from the liver and its transport into the circulation (IoM, 2001)",IoM (2001): 10.17226/10026; Christian and West (1998): 10.1093/ajcn/68.2.435S,,,,,,,,,,,,,,,,,,
Finished,Zinc contributes to normal protein synthesis,Art. 13(1),Zinc ,Nutrient,Micronutrient,Food which is at least a source of zinc as referred to in the claim 'source of [name of vitamin/s] and/or [name of mineral/s]' as listed in Reg. No. 1924/2006. ,"10 mg
As a rule, 15% of the RDA specified here supplied by 100g or 100ml or per package if the package contains only a single portion should be taken into consideration in deciding what constitutes a significant amount. 

15% of 10 is 1,5","Matrix: food (general)
Must contain: zinc
- Unit: mg/100g or mg/100ml or mg/portion
- Value: ≥1,5",https://foodb.ca/compounds/FDB003729,,"Unit: mg/100g or mg/100ml or mg/portion
Value: ≥1,5",mg ,"≥1,5",100g or 100ml or portion,General population,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18241,,Normal protein synthesis,http://www.informatics.jax.org/vocab/gene_ontology/GO:0045727,Close Match,Maintenance of a function,Contribution to normal protein synthesis,2010;8(10):1819,"Zinc is an essential component of a large number of enzymes that participate in the synthesis and degradation of carbohydrates, lipids, proteins and nucleic acids (Freake, 2006; EVM, 2002; FAO/WHO 2004).",Freake (2006): ISBN 9780080454283; EVM (2002): no ref; FAO/WHO (2004): link,,,,,,,,,,,,,,,,,,
